Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
20-06-2012,WIPRO,EQ,399.55,399.55,401.9,397.3,400.1,400,399.87,1278370,5.11E+13,18543,1036138,0.8105
21-06-2012,WIPRO,EQ,400,397.1,403.5,396.25,403.1,401.75,398.52,1200192,4.78E+13,16267,969468,0.8078
22-06-2012,WIPRO,EQ,401.75,393,404.5,393,400,400.05,399.68,1124336,4.49E+13,18399,774494,0.6888
25-06-2012,WIPRO,EQ,400.05,399.3,402.4,397.5,400,400.05,399.89,593715,2.37E+13,10985,370290,0.6237
26-06-2012,WIPRO,EQ,400.05,398.15,402.6,397.2,401.7,401.05,400.63,519904,2.08E+13,20623,333742,0.6419
27-06-2012,WIPRO,EQ,401.05,402.15,404.7,398.1,399.2,399.2,401.28,423871,1.70E+13,8798,243918,0.5755
28-06-2012,WIPRO,EQ,399.2,397.55,399.85,396.2,399,398.8,398.63,796357,3.17E+13,11740,573177,0.7197
29-06-2012,WIPRO,EQ,398.8,401.4,409.75,398.25,399.65,399.9,401.97,1844267,7.41E+13,35699,1477410,0.8011
02-07-2012,WIPRO,EQ,399.9,401.2,402.95,398.5,400.5,400.25,400.06,891152,3.57E+13,12041,695916,0.7809
03-07-2012,WIPRO,EQ,400.25,401,404.5,398.5,400,400.5,401.29,1038860,4.17E+13,30521,722400,0.6954
04-07-2012,WIPRO,EQ,400.5,401.15,403.8,392,395.1,394.75,394.43,1359738,5.36E+13,55161,877385,0.6453
05-07-2012,WIPRO,EQ,394.75,394.75,396.85,391.05,396,395.65,394.68,1374871,5.43E+13,37279,918897,0.6684
06-07-2012,WIPRO,EQ,395.65,394.6,395.05,389.05,392.5,392.15,390.74,1403539,5.48E+13,36544,949222,0.6763
09-07-2012,WIPRO,EQ,392.15,389.05,391.75,384.1,385.45,385.9,386.77,1233391,4.77E+13,46111,827414,0.6708
10-07-2012,WIPRO,EQ,385.9,387.8,390.95,383.5,384.3,384.5,385.5,1492238,5.75E+13,51691,1000150,0.6702
11-07-2012,WIPRO,EQ,384.5,384,384.95,371.5,376,374.3,375.56,4532673,1.70E+14,78536,3140936,0.693
12-07-2012,WIPRO,EQ,374.3,368,369,355.55,359.05,359.25,360,4760861,1.71E+14,72923,2834962,0.5955
13-07-2012,WIPRO,EQ,359.25,361.5,364.7,357,357.2,358.85,360.14,1786386,6.43E+13,41753,842412,0.4716
16-07-2012,WIPRO,EQ,358.85,358,361.5,354.2,354.8,355.75,356.56,1061722,3.79E+13,36903,591098,0.5567
17-07-2012,WIPRO,EQ,355.75,357,364.35,353.2,363,362.65,358.48,1521834,5.46E+13,38997,816727,0.5367
18-07-2012,WIPRO,EQ,362.65,365,367,363.05,365.1,364.35,364.89,1845745,6.73E+13,27334,1279424,0.6932
19-07-2012,WIPRO,EQ,364.35,366.25,369.7,365.25,368.5,368.55,368.58,977931,3.60E+13,24408,630713,0.6449
20-07-2012,WIPRO,EQ,368.55,368.95,372,362.3,363.05,363.3,364.97,629102,2.30E+13,16403,374198,0.5948
23-07-2012,WIPRO,EQ,363.3,360.6,361.7,353,354.5,356.45,357.81,759566,2.72E+13,15427,483930,0.6371
24-07-2012,WIPRO,EQ,356.45,353,353,340.6,345.5,345.9,345.49,3615888,1.25E+14,58290,1719561,0.4756
25-07-2012,WIPRO,EQ,345.9,346,349.9,334.3,339.3,338.65,338.38,3221883,1.09E+14,45661,2296667,0.7128
26-07-2012,WIPRO,EQ,338.65,339.5,341.5,327.35,331.4,329.95,332.45,1929302,6.41E+13,29109,1271722,0.6592
27-07-2012,WIPRO,EQ,329.95,333.05,337.2,331.7,334.05,334.4,334.34,1511069,5.05E+13,43887,1038826,0.6875
30-07-2012,WIPRO,EQ,334.4,335,338.05,325.3,336.6,332.7,330.47,2615018,8.64E+13,52004,1774260,0.6785
31-07-2012,WIPRO,EQ,332.7,336.4,343.4,336.4,339.5,340.05,340.15,1752039,5.96E+13,28242,890948,0.5085
01-08-2012,WIPRO,EQ,340.05,340.2,341.5,335.65,338.95,339.55,338.55,671761,2.27E+13,16743,363556,0.5412
02-08-2012,WIPRO,EQ,339.55,338,341.5,337.1,340,340.05,339.35,534152,1.81E+13,11854,315241,0.5902
03-08-2012,WIPRO,EQ,340.05,338.5,348.25,336,346.75,347.15,342.82,1116505,3.83E+13,18397,624535,0.5594
06-08-2012,WIPRO,EQ,347.15,350,353,343.55,343.9,345.8,347.28,1146043,3.98E+13,20547,744214,0.6494
07-08-2012,WIPRO,EQ,345.8,347.55,350.8,345,348.35,348.4,346.93,1702391,5.91E+13,18111,1362409,0.8003
08-08-2012,WIPRO,EQ,348.4,350,352.5,347.35,350,350.55,349.82,853623,2.99E+13,12240,567967,0.6654
09-08-2012,WIPRO,EQ,350.55,351,355,344.5,346.55,345.6,349.38,794851,2.78E+13,17720,406447,0.5113
10-08-2012,WIPRO,EQ,345.6,344.2,352,343.3,349.2,349.7,346.56,603803,2.09E+13,10127,308576,0.5111
13-08-2012,WIPRO,EQ,349.7,348,356.65,347.35,355.75,355.6,352.79,668664,2.36E+13,20405,389280,0.5822
14-08-2012,WIPRO,EQ,355.6,356,357.55,352.4,354.55,355.5,355.85,549869,1.96E+13,10110,279622,0.5085
16-08-2012,WIPRO,EQ,355.5,354.2,354.7,347,349.6,349.4,349.02,1109561,3.87E+13,21054,830536,0.7485
17-08-2012,WIPRO,EQ,349.4,349.4,354.5,346.5,354.15,353.5,352.32,1072447,3.78E+13,19292,787204,0.734
21-08-2012,WIPRO,EQ,353.5,350.65,358.5,350.65,355.15,355.75,355.94,1130568,4.02E+13,20132,684805,0.6057
22-08-2012,WIPRO,EQ,355.75,355,357.45,350.25,355.1,354.5,354.36,1625363,5.76E+13,48171,1254172,0.7716
23-08-2012,WIPRO,EQ,354.5,355.65,366.75,355.65,363.35,363.1,363.24,1819859,6.61E+13,38792,1192614,0.6553
24-08-2012,WIPRO,EQ,363.1,362.95,366.5,360.25,366.5,365.1,363.95,1124352,4.09E+13,19947,654726,0.5823
27-08-2012,WIPRO,EQ,365.1,366.5,366.85,360.05,361,361.25,362.2,603648,2.19E+13,14538,379995,0.6295
28-08-2012,WIPRO,EQ,361.25,360.5,365,359,363.95,363.65,363.54,779408,2.83E+13,17647,476380,0.6112
29-08-2012,WIPRO,EQ,363.65,364,369,361.5,365,364.15,366.49,1161031,4.26E+13,41556,735331,0.6333
30-08-2012,WIPRO,EQ,364.15,364,370,362.1,369.05,369,368.52,1558631,5.74E+13,33002,1017578,0.6529
31-08-2012,WIPRO,EQ,369,369,372.5,360.55,364,362.6,366.92,1652870,6.06E+13,50270,1105309,0.6687
03-09-2012,WIPRO,EQ,362.6,362.9,372.5,361.65,364.25,364.2,364.22,1001677,3.65E+13,14152,729390,0.7282
04-09-2012,WIPRO,EQ,364.2,363,366,360.4,361.9,363.05,363.25,559430,2.03E+13,7758,352662,0.6304
05-09-2012,WIPRO,EQ,363.05,361,364,357.7,362.35,362.1,360.97,690773,2.49E+13,11406,385585,0.5582
06-09-2012,WIPRO,EQ,362.1,362.5,379,360.7,379,377.45,373.6,1945627,7.27E+13,46656,1009109,0.5187
07-09-2012,WIPRO,EQ,377.45,381.5,384.8,376.9,378.2,377.8,380.54,1149623,4.37E+13,33704,535810,0.4661
08-09-2012,WIPRO,EQ,377.8,378.5,382.6,378.5,380.5,380.75,381.14,67970,2.59E+12,2070,17466,0.257
10-09-2012,WIPRO,EQ,380.75,380,382.3,375,375.2,376.45,377.31,706573,2.67E+13,22328,472989,0.6694
11-09-2012,WIPRO,EQ,376.45,373.5,377,372.1,375.3,374.85,374.38,558294,2.09E+13,18330,306879,0.5497
12-09-2012,WIPRO,EQ,374.85,377.25,386,375.3,385.15,384.55,381.91,1004046,3.83E+13,21789,521255,0.5192
13-09-2012,WIPRO,EQ,384.55,387.1,389.35,385.5,387,387.9,387.28,679508,2.63E+13,14185,293143,0.4314
14-09-2012,WIPRO,EQ,387.9,395.95,395.95,387.55,391,391.55,391.54,2101150,8.23E+13,49705,1667807,0.7938
17-09-2012,WIPRO,EQ,391.55,393.4,394.95,380.5,384.5,384.8,383.91,1075681,4.13E+13,25188,709451,0.6595
18-09-2012,WIPRO,EQ,384.8,384.2,385,368.65,370.25,369.7,373.07,2264520,8.45E+13,42535,1568969,0.6928
20-09-2012,WIPRO,EQ,369.7,370,375,368,372.5,373.05,372.38,2015544,7.51E+13,26782,1580100,0.784
21-09-2012,WIPRO,EQ,373.05,374.4,382.55,372,377,378,378.21,1560312,5.90E+13,24858,1008902,0.6466
24-09-2012,WIPRO,EQ,378,375.3,383.65,371.1,381.45,380.45,378.16,2115763,8.00E+13,34852,1585833,0.7495
25-09-2012,WIPRO,EQ,380.45,380.2,383,375.55,378.25,377.25,379.61,1242964,4.72E+13,15700,981158,0.7894
26-09-2012,WIPRO,EQ,377.25,376.15,381.5,376.15,378.35,379.85,379.6,538095,2.04E+13,8616,288670,0.5365
27-09-2012,WIPRO,EQ,379.85,379.9,380.3,368,375.3,375.7,375.74,2040201,7.67E+13,33608,1442434,0.707
28-09-2012,WIPRO,EQ,375.7,378,383.65,378,382.15,381.05,380.37,2112664,8.04E+13,28546,1735550,0.8215
01-10-2012,WIPRO,EQ,381.05,379,386.4,377.5,384.3,382.7,382.83,1358933,5.20E+13,15222,1015412,0.7472
03-10-2012,WIPRO,EQ,382.7,384.25,387.25,379.2,380.4,380.25,382.12,2132629,8.15E+13,24785,1820725,0.8537
04-10-2012,WIPRO,EQ,380.25,382,385,378.55,383.5,382.9,382.21,1427363,5.46E+13,17683,1037133,0.7266
05-10-2012,WIPRO,EQ,382.9,383.55,384.6,320.5,373,373.25,371.85,1934963,7.20E+13,20303,739766,0.3823
08-10-2012,WIPRO,EQ,373.25,372,372.9,363.75,364.7,365.4,366.35,961564,3.52E+13,21459,544630,0.5664
09-10-2012,WIPRO,EQ,365.4,367,368.3,360.45,367.9,367.15,364.62,1091336,3.98E+13,27048,649232,0.5949
10-10-2012,WIPRO,EQ,367.15,364.85,365.9,360,361.55,360.85,362.44,1533854,5.56E+13,20718,1216792,0.7933
11-10-2012,WIPRO,EQ,360.85,362,364.5,357.55,359.5,358.25,359.65,2960796,1.06E+14,26657,2543993,0.8592
12-10-2012,WIPRO,EQ,358.25,355,355.9,349.05,349.95,352.05,353.13,2587754,9.14E+13,63309,1849547,0.7147
15-10-2012,WIPRO,EQ,352.05,351,353.65,350.75,352.3,351.9,352.03,596360,2.10E+13,12941,381769,0.6402
16-10-2012,WIPRO,EQ,351.9,353.1,357.4,351,351.6,352.3,353.7,740770,2.62E+13,13603,467448,0.631
17-10-2012,WIPRO,EQ,352.3,353.55,355.5,349.75,351.05,352.05,353.36,1059427,3.74E+13,12380,877943,0.8287
18-10-2012,WIPRO,EQ,352.05,352.4,352.7,344.6,345.3,346.1,349.46,2186208,7.64E+13,23152,1798852,0.8228
19-10-2012,WIPRO,EQ,346.1,347.6,349.5,343,345,344.55,346.56,1435923,4.98E+13,19453,1037900,0.7228
22-10-2012,WIPRO,EQ,344.55,347,347.45,341.8,343.7,343.6,344.22,1046385,3.60E+13,20081,747747,0.7146
23-10-2012,WIPRO,EQ,343.6,342.05,345,341.1,342,342.9,343.27,1117525,3.84E+13,25546,802003,0.7177
25-10-2012,WIPRO,EQ,342.9,344.5,348.1,339.2,340,340.1,342.21,3806183,1.30E+14,44977,3250259,0.8539
26-10-2012,WIPRO,EQ,340.1,339.8,340.1,334.4,335.8,336.05,336.05,1606370,5.40E+13,19531,1261188,0.7851
29-10-2012,WIPRO,EQ,336.05,340,345.95,338,344.6,344.85,344.13,1788651,6.16E+13,30767,1214267,0.6789
30-10-2012,WIPRO,EQ,344.85,345.25,349.05,341.55,346.7,347.55,346.37,2785417,9.65E+13,38676,1914956,0.6875
31-10-2012,WIPRO,EQ,347.55,348.1,355.25,348.1,349.7,350.65,352.4,1965690,6.93E+13,36319,1117355,0.5684
01-11-2012,WIPRO,EQ,350.65,348,366,348,360.25,361.25,361.62,6803137,2.46E+14,66552,4229270,0.6217
02-11-2012,WIPRO,EQ,361.25,370,372.95,358.3,362.45,364.6,365.91,5104438,1.87E+14,72277,2041275,0.3999
05-11-2012,WIPRO,EQ,364.6,364.95,367.5,360.45,362.45,362.5,363.28,863131,3.14E+13,17438,396491,0.4594
06-11-2012,WIPRO,EQ,362.5,362.5,367.35,360,365.7,366,364.74,1245014,4.54E+13,20434,731340,0.5874
07-11-2012,WIPRO,EQ,366,366,371,365.55,366.55,367.85,368.71,1112101,4.10E+13,16955,631104,0.5675
08-11-2012,WIPRO,EQ,367.85,364.9,376.5,295,374.6,375.4,368.63,2353477,8.68E+13,34002,1310943,0.557
09-11-2012,WIPRO,EQ,375.4,375.45,378.05,369.25,370.2,370.8,373.31,934742,3.49E+13,27098,532287,0.5694
12-11-2012,WIPRO,EQ,370.8,370.2,373.1,367.05,368.85,368.75,369.72,718907,2.66E+13,29606,465272,0.6472
13-11-2012,WIPRO,EQ,368.75,370,372.7,367.1,368.1,369.2,369.79,126767,4.69E+12,2808,39531,0.3118
15-11-2012,WIPRO,EQ,369.2,368.2,369.35,360.25,361,361.75,362.48,564971,2.05E+13,16823,329806,0.5838
16-11-2012,WIPRO,EQ,361.75,361,365.8,358,359,359.1,362.66,576259,2.09E+13,18473,304750,0.5288
19-11-2012,WIPRO,EQ,359.1,358.35,362.4,355.15,358.05,358.15,358.04,625297,2.24E+13,13587,400666,0.6408
20-11-2012,WIPRO,EQ,358.15,361,363.8,356.2,363,361.75,360.97,666353,2.41E+13,18063,380626,0.5712
21-11-2012,WIPRO,EQ,361.75,361.6,368,360.9,367,366.8,364.56,663865,2.42E+13,13746,349633,0.5267
22-11-2012,WIPRO,EQ,366.8,368.15,372.6,366.3,371,370.8,370.54,714417,2.65E+13,11731,370340,0.5184
23-11-2012,WIPRO,EQ,370.8,372,375.65,365,365.55,366.85,369.19,715712,2.64E+13,15115,349655,0.4885
26-11-2012,WIPRO,EQ,366.85,368,376.7,367,375.5,375.45,373.48,1394205,5.21E+13,19749,855684,0.6137
27-11-2012,WIPRO,EQ,375.45,376,380.65,375.65,377.05,378.95,378.11,1851454,7.00E+13,23287,1214223,0.6558
29-11-2012,WIPRO,EQ,378.95,377.55,389.85,377.25,386.5,386.35,384.07,2879682,1.11E+14,34844,1842191,0.6397
30-11-2012,WIPRO,EQ,386.35,385.3,396,384.85,393,393.25,390.49,1954671,7.63E+13,43957,1314492,0.6725
03-12-2012,WIPRO,EQ,393.25,393.1,397.45,393,394.5,394.6,394.94,1192332,4.71E+13,30916,808980,0.6785
04-12-2012,WIPRO,EQ,394.6,395.1,399.95,385.55,386.05,388.1,392.8,1058222,4.16E+13,20170,607080,0.5737
05-12-2012,WIPRO,EQ,388.1,388.55,391.15,378.9,381.45,380.95,381.85,1392648,5.32E+13,28516,801928,0.5758
06-12-2012,WIPRO,EQ,380.95,382.65,383,375.2,380.6,379.85,377.38,1026705,3.87E+13,21897,497762,0.4848
07-12-2012,WIPRO,EQ,379.85,382.65,382.65,378.5,380,380.2,380.44,844806,3.21E+13,16601,493552,0.5842
10-12-2012,WIPRO,EQ,380.2,389.85,390,381,381.5,382.1,384.71,1212089,4.66E+13,26052,553390,0.4566
11-12-2012,WIPRO,EQ,382.1,384.5,387.9,374.3,378.8,379.55,383.05,1205955,4.62E+13,28604,714199,0.5922
12-12-2012,WIPRO,EQ,379.55,381.4,385.5,371.7,374.4,374.8,378.98,1596796,6.05E+13,28136,977358,0.6121
13-12-2012,WIPRO,EQ,374.8,374.8,379.4,372.75,375.25,373.6,376.16,1035697,3.90E+13,24803,628921,0.6072
14-12-2012,WIPRO,EQ,373.6,372.35,377.7,372.35,376,375.95,375.72,772091,2.90E+13,15476,482785,0.6253
17-12-2012,WIPRO,EQ,375.95,377,378,366.4,370.6,370.2,369.42,1145735,4.23E+13,29260,724037,0.6319
18-12-2012,WIPRO,EQ,370.2,370.75,379.5,367.95,376,375.85,373.2,1219440,4.55E+13,28048,691632,0.5672
19-12-2012,WIPRO,EQ,375.85,377.05,387.1,374.55,385.75,386.15,382.24,935909,3.58E+13,29490,550319,0.588
20-12-2012,WIPRO,EQ,386.15,387.5,391,379.15,380.5,382.05,384.85,1187991,4.57E+13,29788,570545,0.4803
21-12-2012,WIPRO,EQ,382.05,378.3,383.9,377.1,378.5,379.45,380.36,818384,3.11E+13,19300,478140,0.5842
24-12-2012,WIPRO,EQ,379.45,380.15,386.9,380.15,385.7,385.95,383.91,572444,2.20E+13,18970,326759,0.5708
26-12-2012,WIPRO,EQ,385.95,384.1,385.85,381.55,385.3,385.05,383.87,716105,2.75E+13,13158,400067,0.5587
27-12-2012,WIPRO,EQ,385.05,387.5,388,382.25,385.6,385.5,385.6,1349300,5.20E+13,18449,912706,0.6764
28-12-2012,WIPRO,EQ,385.5,386.15,392.95,386.15,392.05,392.05,390.58,781501,3.05E+13,18545,493908,0.632
31-12-2012,WIPRO,EQ,392.05,393.7,398.5,392.6,393.6,394.5,396.54,2328104,9.23E+13,18595,1792410,0.7699
01-01-2013,WIPRO,EQ,394.5,396.05,399,391.15,396.5,396.9,395.54,796404,3.15E+13,10335,483215,0.6067
02-01-2013,WIPRO,EQ,396.9,398.3,399.25,391.7,395,393.75,394.51,856196,3.38E+13,19421,523908,0.6119
03-01-2013,WIPRO,EQ,393.75,395.5,399,393.85,397.55,397.8,396.47,1742438,6.91E+13,23528,1406387,0.8071
04-01-2013,WIPRO,EQ,397.8,398.9,404.9,397.65,403.95,403.65,403.16,1699278,6.85E+13,35786,1063728,0.626
07-01-2013,WIPRO,EQ,403.65,403.75,408.5,403.05,403.6,404.95,406.38,1249633,5.08E+13,23283,873109,0.6987
08-01-2013,WIPRO,EQ,404.95,402.9,404.75,395.6,397.5,398.15,400.27,1094727,4.38E+13,27035,747227,0.6826
09-01-2013,WIPRO,EQ,398.15,398.25,400.9,393.55,397.45,397.05,396.64,1438598,5.71E+13,29668,1058207,0.7356
10-01-2013,WIPRO,EQ,397.05,398.8,405.8,393.5,394,395.6,400.58,1857422,7.44E+13,22233,1391794,0.7493
11-01-2013,WIPRO,EQ,395.6,406,422.8,404.55,420,419.95,414,4507551,1.87E+14,68509,2292453,0.5086
14-01-2013,WIPRO,EQ,419.95,423.05,424.9,417.35,418.7,419.15,420.89,1580960,6.65E+13,31628,666689,0.4217
15-01-2013,WIPRO,EQ,419.15,421.5,423.6,417,421.2,420.95,420,976940,4.10E+13,24057,506330,0.5183
16-01-2013,WIPRO,EQ,420.95,421,425,416.3,419.8,419.95,420.5,1542323,6.49E+13,26204,1038542,0.6734
17-01-2013,WIPRO,EQ,419.95,424,436.5,422.4,432.7,430.7,431.38,3904977,1.68E+14,62440,2286120,0.5854
18-01-2013,WIPRO,EQ,430.7,438,439.6,395.25,396,397.35,409.32,8013521,3.28E+14,99539,3285629,0.41
21-01-2013,WIPRO,EQ,397.35,401.05,401.8,393.25,397.5,397.55,396.32,2877914,1.14E+14,62964,1441485,0.5009
22-01-2013,WIPRO,EQ,397.55,398.15,403.25,395.9,397.4,398.75,399.64,2226337,8.90E+13,28832,1412487,0.6344
23-01-2013,WIPRO,EQ,398.75,397.25,402.95,396.95,401.9,401.75,400.71,1547877,6.20E+13,24765,1029783,0.6653
24-01-2013,WIPRO,EQ,401.75,402,408,401.8,404.8,404.95,405.12,1478239,5.99E+13,25779,815200,0.5515
25-01-2013,WIPRO,EQ,404.95,404,408.4,400.6,407,407.65,404.73,1272889,5.15E+13,32596,837257,0.6578
28-01-2013,WIPRO,EQ,407.65,407.9,417.25,405.5,413.95,413.55,413.67,1433910,5.93E+13,42313,867950,0.6053
29-01-2013,WIPRO,EQ,413.55,410.25,413,405.45,410,408.65,408.72,1226607,5.01E+13,21802,751946,0.613
30-01-2013,WIPRO,EQ,408.65,407.8,416.9,405.15,414.3,414.85,412.97,1029202,4.25E+13,25548,522029,0.5072
31-01-2013,WIPRO,EQ,414.85,412.1,415.5,406.6,411,411.55,411.07,1357403,5.58E+13,34331,825381,0.6081
01-02-2013,WIPRO,EQ,411.55,410,413.45,407.05,407.15,407.6,409.72,1109376,4.55E+13,17844,874182,0.788
04-02-2013,WIPRO,EQ,407.6,408.3,410.35,405.85,409.4,408.1,408.49,1020747,4.17E+13,21635,708043,0.6937
05-02-2013,WIPRO,EQ,408.1,406,407.95,402.6,406.55,407,406.56,800826,3.26E+13,18809,514183,0.6421
06-02-2013,WIPRO,EQ,407,408.7,409.95,402.1,406,405.65,406.39,832790,3.38E+13,18511,526373,0.6321
07-02-2013,WIPRO,EQ,405.65,403,407.6,401,405.95,405.7,405.27,478637,1.94E+13,13459,254144,0.531
08-02-2013,WIPRO,EQ,405.7,408,415.5,403.25,411.5,412.4,410.79,1064708,4.37E+13,29751,602794,0.5662
11-02-2013,WIPRO,EQ,412.4,414,420.85,408.1,410,409.5,415.15,1477913,6.14E+13,27562,797103,0.5393
12-02-2013,WIPRO,EQ,409.5,410,413.7,405.25,411,411.85,410.43,845269,3.47E+13,24383,485984,0.5749
13-02-2013,WIPRO,EQ,411.85,412.25,415.9,406.4,410.1,409.45,411.61,1098304,4.52E+13,28573,723447,0.6587
14-02-2013,WIPRO,EQ,409.45,405.2,406,394,396,395.8,397.93,2920033,1.16E+14,52063,1918455,0.657
15-02-2013,WIPRO,EQ,395.8,395,402.4,385.1,399.3,399.25,394.77,1543952,6.09E+13,33390,704842,0.4565
18-02-2013,WIPRO,EQ,399.25,397.75,404,393.65,403.9,402.9,400.48,1144986,4.59E+13,40297,687587,0.6005
19-02-2013,WIPRO,EQ,402.9,404.05,412.1,400.6,411,410.75,406.32,946706,3.85E+13,25010,470038,0.4965
20-02-2013,WIPRO,EQ,410.75,411,415.4,408.85,413.05,412.3,412.93,1025942,4.24E+13,23371,559905,0.5457
21-02-2013,WIPRO,EQ,412.3,410.15,416.55,403.85,408,405.8,410.88,1336099,5.49E+13,36816,760531,0.5692
22-02-2013,WIPRO,EQ,405.8,404.5,418.45,403.15,416.55,415.95,415.22,2171761,9.02E+13,55832,1408959,0.6488
25-02-2013,WIPRO,EQ,415.95,416.2,425.8,416.2,417.65,419.1,421.57,1852079,7.81E+13,39452,1055664,0.57
26-02-2013,WIPRO,EQ,419.1,416.95,420.55,412.85,416.9,415.9,417.58,1446460,6.04E+13,39836,979641,0.6773
27-02-2013,WIPRO,EQ,415.9,418,422.65,413.15,417,418.5,419.04,1547510,6.48E+13,45178,965098,0.6236
28-02-2013,WIPRO,EQ,418.5,420,425.5,411.5,418,416.4,420.59,2877375,1.21E+14,44484,2050841,0.7127
01-03-2013,WIPRO,EQ,416.4,420,425.5,418.4,422.6,421.7,422.54,1313859,5.55E+13,21505,825446,0.6283
04-03-2013,WIPRO,EQ,421.7,420.05,424.8,418.15,419.05,419.5,420.9,1330580,5.60E+13,31931,789104,0.5931
05-03-2013,WIPRO,EQ,419.5,420.05,434.65,419,433.9,433.05,429.33,2553625,1.10E+14,45320,1582916,0.6199
06-03-2013,WIPRO,EQ,433.05,433.5,446,433.45,442.95,441.9,441.71,1993558,8.81E+13,29563,1090701,0.5471
07-03-2013,WIPRO,EQ,441.9,443.1,452.8,443.1,449.5,449.35,449.62,2740228,1.23E+14,50692,1648027,0.6014
08-03-2013,WIPRO,EQ,449.35,448.9,456,444.3,444.5,445.35,448.97,2576694,1.16E+14,56760,1620419,0.6289
11-03-2013,WIPRO,EQ,445.35,442.75,449.45,437.6,438.7,439.55,444.5,1570405,6.98E+13,49285,985502,0.6275
12-03-2013,WIPRO,EQ,439.55,440.1,443.7,434.3,438.7,438.65,438.26,1123760,4.93E+13,23543,568460,0.5059
13-03-2013,WIPRO,EQ,438.65,437.9,445.25,435.4,439,439.3,441.28,1271395,5.61E+13,43128,670947,0.5277
14-03-2013,WIPRO,EQ,439.3,439.3,443.75,434.4,438.5,438.5,439.22,1035221,4.55E+13,23912,538143,0.5198
15-03-2013,WIPRO,EQ,438.5,438.9,442.7,436.15,441,440.95,440.45,807882,3.56E+13,22063,325595,0.403
18-03-2013,WIPRO,EQ,440.95,438.4,440.85,432,434.4,433.65,436.38,508330,2.22E+13,16464,238901,0.47
19-03-2013,WIPRO,EQ,433.65,435,438.9,429.7,433,433.65,434.72,727250,3.16E+13,17392,333089,0.458
20-03-2013,WIPRO,EQ,433.65,433.35,435.75,426.4,429.85,429.95,430.85,1510086,6.51E+13,41990,992802,0.6574
21-03-2013,WIPRO,EQ,429.95,430.5,437.25,427.35,435.7,434.75,433.46,1008414,4.37E+13,23205,630104,0.6248
22-03-2013,WIPRO,EQ,434.75,435.3,439.45,429.15,436.5,435.7,434.75,1183897,5.15E+13,44988,732412,0.6186
25-03-2013,WIPRO,EQ,435.7,439.3,440.4,429.55,431.8,431.35,433.99,1593936,6.92E+13,36602,1180768,0.7408
26-03-2013,WIPRO,EQ,431.35,431.5,441.1,426.5,435.35,437.95,435.07,1201564,5.23E+13,33641,774018,0.6442
28-03-2013,WIPRO,EQ,437.95,433.95,441.9,431.4,441,437.15,436.29,3358225,1.47E+14,76331,2206858,0.6572
01-04-2013,WIPRO,EQ,437.15,437.3,441.75,428.1,431.1,431,433.55,875529,3.80E+13,18537,468756,0.5354
02-04-2013,WIPRO,EQ,431,431,451.2,427.7,449.5,449.65,443.21,1903267,8.44E+13,35258,1146313,0.6023
03-04-2013,WIPRO,EQ,449.65,447.1,454.7,446,448,448.6,450.45,1961744,8.84E+13,37926,1129790,0.5759
04-04-2013,WIPRO,EQ,448.6,447,451.75,441.5,444,445.1,446.01,1632050,7.28E+13,37120,900422,0.5517
05-04-2013,WIPRO,EQ,445.1,441.5,463,438.75,454.3,454.6,450.71,1807534,8.15E+13,36121,823718,0.4557
08-04-2013,WIPRO,EQ,454.6,451.5,456,429.55,450.8,448.8,444.41,6135656,2.73E+14,61789,2835908,0.4622
09-04-2013,WIPRO,EQ,448.8,407,418,390.25,393.6,393.7,401.39,7085821,2.84E+14,109583,1624444,0.2293
10-04-2013,WIPRO,EQ,393.7,395.1,404.8,395.1,402.15,402.25,401.49,2437937,9.79E+13,46671,901857,0.3699
11-04-2013,WIPRO,EQ,402.25,407.4,408,399,402.05,402.95,403.76,1280567,5.17E+13,33932,488540,0.3815
12-04-2013,WIPRO,EQ,402.95,389.9,390,379.05,383,383.8,382.21,3876325,1.48E+14,52090,2381642,0.6144
15-04-2013,WIPRO,EQ,383.8,383.9,392.65,376.3,378,379.1,381.21,1576580,6.01E+13,23082,845006,0.536
16-04-2013,WIPRO,EQ,379.1,378.5,383.1,376.7,382,381.35,380.46,687009,2.61E+13,24868,310238,0.4516
17-04-2013,WIPRO,EQ,381.35,385,385.45,371.2,371.5,374.55,376.86,1136496,4.28E+13,28920,586104,0.5157
18-04-2013,WIPRO,EQ,374.55,373.25,377.9,362.3,367.65,369.05,367,2546372,9.35E+13,44189,1479781,0.5811
22-04-2013,WIPRO,EQ,369.05,346.3,348,327.5,340.6,339.4,336.45,8949583,3.01E+14,137984,2907769,0.3249
23-04-2013,WIPRO,EQ,339.4,342.25,347.9,340.1,341.7,342.75,342.85,1735308,5.95E+13,36459,517865,0.2984
25-04-2013,WIPRO,EQ,342.75,343,344.95,332.7,336.2,335.5,336.2,2424253,8.15E+13,51146,1495352,0.6168
26-04-2013,WIPRO,EQ,335.5,336.2,339,327.75,329.35,330.2,332.69,1479955,4.92E+13,35690,811318,0.5482
29-04-2013,WIPRO,EQ,330.2,331,342.9,327.2,342.7,342,337.37,1729385,5.83E+13,36135,950575,0.5497
30-04-2013,WIPRO,EQ,342,344.15,350,339.25,349,348.35,344.72,1534689,5.29E+13,31800,924639,0.6025
